Area Type;Area;Year;value;Estimate;﻿FIPS
County;Wayne;1999-07-01;113176;Annual Estimate;37191
County;Wayne;2008-07-01;120000;Annual Estimate;37191
County;Wayne;2020-04-01;117541;Estimates Base;37191
County;Wayne;2024-07-01;119395;Annual Estimate;37191
County;Wilkes;1990-04-01;59393;Estimates Base;37193
County;Wilkes;1998-07-01;64189;Annual Estimate;37193
County;Wilkes;2018-07-01;66445;Annual Estimate;37193
County;Wilson;1970-04-01;57486;Estimates Base;37195
County;Wilson;1980-04-01;63132;Estimates Base;37195
County;Wilson;1990-04-01;66061;Estimates Base;37195
County;Wilson;1997-07-01;71435;Annual Estimate;37195
County;Wilson;2009-07-01;80677;Annual Estimate;37195
County;Wilson;2014-07-01;79249;Annual Estimate;37195
County;Wilson;2015-07-01;79167;Annual Estimate;37195
County;Wilson;2020-04-01;79269;Estimates Base;37195
County;Yadkin;2017-07-01;37437;Annual Estimate;37197
County;Yancey;2005-07-01;17655;Annual Estimate;37199
County;Yancey;2010-07-01;17797;Annual Estimate;37199
County;Yancey;2011-07-01;17809;Annual Estimate;37199
County;Yancey;2012-07-01;17809;Annual Estimate;37199
County;Yancey;2022-07-01;18419;Annual Estimate;37199
State;North Carolina;1986-07-01;6323174;Annual Estimate;37000
State;North Carolina;1989-07-01;6568810;Annual Estimate;37000
State;North Carolina;1999-07-01;7948901;Annual Estimate;37000
State;North Carolina;2019-07-01;10381670;Annual Estimate;37000
County;Alamance;1987-07-01;105067;Annual Estimate;37001
County;Alamance;1999-07-01;129369;Annual Estimate;37001
County;Alamance;2004-07-01;137027;Annual Estimate;37001
County;Alamance;2005-07-01;138281;Annual Estimate;37001
County;Alamance;2013-07-01;153643;Annual Estimate;37001
County;Alamance;2015-07-01;157162;Annual Estimate;37001
County;Alamance;2020-04-01;171476;Estimates Base;37001
County;Alamance;2022-07-01;177829;Annual Estimate;37001
County;Alexander;1996-07-01;30997;Annual Estimate;37003
County;Alexander;2003-07-01;34346;Annual Estimate;37003
County;Alexander;2007-07-01;36430;Annual Estimate;37003
County;Alexander;2015-07-01;36590;Annual Estimate;37003
County;Alleghany;1984-07-01;9699;Annual Estimate;37005
County;Alleghany;1989-07-01;9578;Annual Estimate;37005
County;Alleghany;1991-07-01;9775;Annual Estimate;37005
County;Alleghany;1993-07-01;9837;Annual Estimate;37005
County;Alleghany;1995-07-01;9877;Annual Estimate;37005
County;Alleghany;1997-07-01;10150;Annual Estimate;37005
County;Alleghany;2002-07-01;10757;Annual Estimate;37005
County;Alleghany;2004-07-01;10728;Annual Estimate;37005
County;Anson;1970-04-01;23488;Estimates Base;37007
County;Anson;1998-07-01;25134;Annual Estimate;37007
County;Ashe;1981-07-01;22437;Annual Estimate;37009
County;Ashe;2000-04-01;24394;Estimates Base;37009
County;Ashe;2005-07-01;25583;Annual Estimate;37009
County;Ashe;2007-07-01;26327;Annual Estimate;37009
County;Ashe;2008-07-01;26756;Annual Estimate;37009
County;Ashe;2014-07-01;26682;Annual Estimate;37009
County;Ashe;2023-07-01;26291;Annual Estimate;37009
County;Avery;1981-07-01;14528;Annual Estimate;37011
County;Avery;1983-07-01;14645;Annual Estimate;37011
County;Avery;1989-07-01;14869;Annual Estimate;37011
County;Avery;1991-07-01;14974;Annual Estimate;37011
County;Avery;2005-07-01;17714;Annual Estimate;37011
County;Avery;2006-07-01;17899;Annual Estimate;37011
County;Avery;2020-07-01;17717;Annual Estimate;37011
County;Beaufort;1980-04-01;40355;Estimates Base;37013
County;Beaufort;1981-07-01;41087;Annual Estimate;37013
County;Beaufort;2005-07-01;45525;Annual Estimate;37013
County;Beaufort;2007-07-01;45922;Annual Estimate;37013
County;Beaufort;2010-04-01;47784;Estimates Base;37013
County;Bertie;1970-04-01;20528;Estimates Base;37015
County;Bertie;1982-07-01;21044;Annual Estimate;37015
County;Bertie;1994-07-01;20524;Annual Estimate;37015
County;Bertie;2000-07-01;19732;Annual Estimate;37015
County;Bertie;2018-07-01;18370;Annual Estimate;37015
County;Bertie;2021-07-01;17069;Annual Estimate;37015
County;Bladen;1981-07-01;30394;Annual Estimate;37017
County;Bladen;1991-07-01;29098;Annual Estimate;37017
County;Bladen;2002-07-01;32925;Annual Estimate;37017
County;Bladen;2005-07-01;34046;Annual Estimate;37017
County;Bladen;2010-07-01;35038;Annual Estimate;37017
County;Bladen;2012-07-01;33980;Annual Estimate;37017
County;Brunswick;1970-04-01;24223;Estimates Base;37019
County;Brunswick;1985-07-01;44840;Annual Estimate;37019
County;Brunswick;1992-07-01;54802;Annual Estimate;37019
County;Brunswick;1995-07-01;61703;Annual Estimate;37019
County;Brunswick;2002-07-01;78716;Annual Estimate;37019
County;Brunswick;2008-07-01;102275;Annual Estimate;37019
County;Brunswick;2012-07-01;110717;Annual Estimate;37019
County;Brunswick;2020-07-01;138608;Annual Estimate;37019
County;Brunswick;2022-07-01;153435;Annual Estimate;37019
County;Brunswick;2024-07-01;169448;Annual Estimate;37019
County;Buncombe;1982-07-01;163626;Annual Estimate;37021
County;Buncombe;1987-07-01;169532;Annual Estimate;37021
County;Buncombe;1991-07-01;178217;Annual Estimate;37021
County;Buncombe;1995-07-01;193246;Annual Estimate;37021
County;Buncombe;2001-07-01;209086;Annual Estimate;37021
County;Buncombe;2004-07-01;217323;Annual Estimate;37021
County;Buncombe;2007-07-01;229526;Annual Estimate;37021
County;Buncombe;2010-07-01;238846;Annual Estimate;37021
County;Burke;1981-07-01;72858;Annual Estimate;37023
County;Burke;1986-07-01;74583;Annual Estimate;37023
County;Burke;1989-07-01;75582;Annual Estimate;37023
County;Burke;1990-04-01;75740;Estimates Base;37023
County;Burke;1995-07-01;83340;Annual Estimate;37023
County;Burke;2018-07-01;88040;Annual Estimate;37023
County;Cabarrus;1970-04-01;74629;Estimates Base;37025
County;Cabarrus;1986-07-01;93078;Annual Estimate;37025
County;Cabarrus;1995-07-01;111886;Annual Estimate;37025
County;Cabarrus;2005-07-01;150019;Annual Estimate;37025
County;Cabarrus;2015-07-01;199455;Annual Estimate;37025
County;Cabarrus;2021-07-01;232880;Annual Estimate;37025
County;Cabarrus;2023-07-01;242585;Annual Estimate;37025
County;Caldwell;1986-07-01;69738;Annual Estimate;37027
County;Caldwell;1990-04-01;70709;Estimates Base;37027
County;Caldwell;1998-07-01;76174;Annual Estimate;37027
County;Caldwell;2000-07-01;78024;Annual Estimate;37027
County;Caldwell;2001-07-01;78380;Annual Estimate;37027
County;Caldwell;2020-07-01;80757;Annual Estimate;37027
County;Camden;1991-07-01;6027;Annual Estimate;37029
County;Camden;2000-04-01;6884;Estimates Base;37029
County;Camden;2000-07-01;6924;Annual Estimate;37029
County;Camden;2001-07-01;7049;Annual Estimate;37029
County;Camden;2016-07-01;10004;Annual Estimate;37029
County;Camden;2017-07-01;10003;Annual Estimate;37029
County;Camden;2022-07-01;10717;Annual Estimate;37029
County;Carteret;1981-07-01;42443;Annual Estimate;37031
County;Carteret;2003-07-01;60779;Annual Estimate;37031
County;Carteret;2010-07-01;66615;Annual Estimate;37031
County;Carteret;2013-07-01;68201;Annual Estimate;37031
County;Carteret;2021-07-01;69278;Annual Estimate;37031
County;Carteret;2023-07-01;70909;Annual Estimate;37031
County;Caswell;1987-07-01;21324;Annual Estimate;37033
County;Caswell;1993-07-01;21401;Annual Estimate;37033
County;Caswell;2004-07-01;23648;Annual Estimate;37033
County;Caswell;2005-07-01;23720;Annual Estimate;37033
County;Caswell;2013-07-01;23459;Annual Estimate;37033
County;Catawba;1983-07-01;108979;Annual Estimate;37035
County;Catawba;1985-07-01;112069;Annual Estimate;37035
County;Catawba;1994-07-01;126141;Annual Estimate;37035
County;Catawba;1996-07-01;131112;Annual Estimate;37035
County;Catawba;1997-07-01;133546;Annual Estimate;37035
County;Catawba;2000-07-01;142443;Annual Estimate;37035
County;Catawba;2001-07-01;145000;Annual Estimate;37035
County;Catawba;2004-07-01;145783;Annual Estimate;37035
County;Catawba;2009-07-01;153482;Annual Estimate;37035
County;Catawba;2011-07-01;155070;Annual Estimate;37035
County;Catawba;2016-07-01;156885;Annual Estimate;37035
County;Chatham;1981-07-01;33983;Annual Estimate;37037
County;Chatham;2000-07-01;49812;Annual Estimate;37037
County;Chatham;2001-07-01;51040;Annual Estimate;37037
County;Chatham;2004-07-01;54850;Annual Estimate;37037
County;Chatham;2006-07-01;57687;Annual Estimate;37037
County;Chatham;2010-07-01;63836;Annual Estimate;37037
County;Chatham;2016-07-01;70574;Annual Estimate;37037
County;Chatham;2022-07-01;78829;Annual Estimate;37037
County;Cherokee;1985-07-01;19671;Annual Estimate;37039
County;Cherokee;2008-07-01;27187;Annual Estimate;37039
County;Cherokee;2009-07-01;27176;Annual Estimate;37039
County;Cherokee;2016-07-01;28078;Annual Estimate;37039
County;Cherokee;2021-07-01;28599;Annual Estimate;37039
County;Chowan;1970-04-01;10764;Estimates Base;37041
County;Chowan;2006-07-01;14838;Annual Estimate;37041
County;Chowan;2015-07-01;14205;Annual Estimate;37041
County;Clay;1996-07-01;7998;Annual Estimate;37043
County;Clay;1997-07-01;8302;Annual Estimate;37043
County;Clay;1998-07-01;8481;Annual Estimate;37043
County;Clay;1999-07-01;8685;Annual Estimate;37043
County;Clay;2000-04-01;8778;Estimates Base;37043
County;Clay;2000-07-01;8797;Annual Estimate;37043
County;Clay;2006-07-01;10030;Annual Estimate;37043
County;Clay;2011-07-01;10655;Annual Estimate;37043
County;Clay;2012-07-01;10622;Annual Estimate;37043
County;Cleveland;1980-04-01;83435;Estimates Base;37045
County;Cleveland;1996-07-01;92229;Annual Estimate;37045
County;Cleveland;1999-07-01;95604;Annual Estimate;37045
County;Cleveland;2011-07-01;97580;Annual Estimate;37045
County;Cleveland;2012-07-01;97250;Annual Estimate;37045
County;Columbus;1981-07-01;51218;Annual Estimate;37047
County;Columbus;1982-07-01;50853;Annual Estimate;37047
County;Columbus;1988-07-01;50209;Annual Estimate;37047
County;Columbus;1992-07-01;50631;Annual Estimate;37047
County;Columbus;1998-07-01;54150;Annual Estimate;37047
County;Columbus;1999-07-01;54698;Annual Estimate;37047
County;Columbus;2002-07-01;55083;Annual Estimate;37047
County;Columbus;2016-07-01;53639;Annual Estimate;37047
County;Columbus;2018-07-01;52186;Annual Estimate;37047
County;Craven;1980-04-01;71043;Estimates Base;37049
County;Craven;1981-07-01;72218;Annual Estimate;37049
County;Craven;2015-07-01;102048;Annual Estimate;37049
County;Cumberland;1989-07-01;272220;Annual Estimate;37051
County;Cumberland;1991-07-01;280227;Annual Estimate;37051
County;Cumberland;1993-07-01;293489;Annual Estimate;37051
County;Cumberland;1995-07-01;299358;Annual Estimate;37051
County;Cumberland;2004-07-01;307837;Annual Estimate;37051
County;Cumberland;2018-07-01;333077;Annual Estimate;37051
County;Cumberland;2022-07-01;343643;Annual Estimate;37051
County;Currituck;1990-04-01;13736;Estimates Base;37053
County;Currituck;1998-07-01;17466;Annual Estimate;37053
County;Currituck;2002-07-01;19509;Annual Estimate;37053
County;Currituck;2008-07-01;23474;Annual Estimate;37053
County;Currituck;2010-04-01;23547;Estimates Base;37053
County;Currituck;2010-07-01;23652;Annual Estimate;37053
County;Dare;1982-07-01;14589;Annual Estimate;37055
County;Dare;1988-07-01;20957;Annual Estimate;37055
County;Dare;1990-04-01;22746;Estimates Base;37055
County;Dare;2001-07-01;31069;Annual Estimate;37055
County;Dare;2009-07-01;34015;Annual Estimate;37055
County;Dare;2011-07-01;34152;Annual Estimate;37055
County;Dare;2019-07-01;36591;Annual Estimate;37055
County;Davidson;1981-07-01;114778;Annual Estimate;37057
County;Davidson;1983-07-01;116903;Annual Estimate;37057
County;Davidson;1988-07-01;124498;Annual Estimate;37057
County;Davidson;1995-07-01;137988;Annual Estimate;37057
County;Davidson;2020-07-01;169323;Annual Estimate;37057
County;Davie;1981-07-01;25090;Annual Estimate;37059
County;Davie;1984-07-01;25742;Annual Estimate;37059
County;Davie;1992-07-01;28861;Annual Estimate;37059
County;Davie;1995-07-01;30299;Annual Estimate;37059
County;Davie;1997-07-01;31944;Annual Estimate;37059
County;Davie;2010-07-01;41231;Annual Estimate;37059
County;Davie;2013-07-01;41154;Annual Estimate;37059
County;Davie;2018-07-01;42102;Annual Estimate;37059
County;Davie;2020-04-01;42709;Estimates Base;37059
County;Davie;2021-07-01;42868;Annual Estimate;37059
County;Duplin;1985-07-01;40541;Annual Estimate;37061
County;Duplin;1988-07-01;39990;Annual Estimate;37061
County;Duplin;1989-07-01;40227;Annual Estimate;37061
County;Duplin;1998-07-01;47871;Annual Estimate;37061
County;Duplin;2016-07-01;52597;Annual Estimate;37061
County;Durham;1981-07-01;154743;Annual Estimate;37063
County;Durham;1999-07-01;219767;Annual Estimate;37063
County;Durham;2000-07-01;224572;Annual Estimate;37063
County;Durham;2002-07-01;232890;Annual Estimate;37063
County;Durham;2006-07-01;246323;Annual Estimate;37063
County;Edgecombe;1983-07-01;56901;Annual Estimate;37065
County;Edgecombe;1990-04-01;56692;Estimates Base;37065
County;Edgecombe;1995-07-01;57593;Annual Estimate;37065
County;Edgecombe;2001-07-01;55730;Annual Estimate;37065
County;Edgecombe;2003-07-01;55583;Annual Estimate;37065
County;Edgecombe;2006-07-01;55301;Annual Estimate;37065
County;Edgecombe;2009-07-01;56190;Annual Estimate;37065
County;Edgecombe;2020-07-01;48920;Annual Estimate;37065
County;Edgecombe;2024-07-01;48695;Annual Estimate;37065
County;Forsyth;1990-04-01;265855;Estimates Base;37067
County;Forsyth;2000-04-01;306274;Estimates Base;37067
County;Forsyth;2001-07-01;310717;Annual Estimate;37067
County;Forsyth;2010-04-01;350635;Estimates Base;37067
County;Forsyth;2014-07-01;364207;Annual Estimate;37067
County;Forsyth;2020-07-01;383592;Annual Estimate;37067
County;Franklin;1985-07-01;32710;Annual Estimate;37069
County;Franklin;2008-07-01;58463;Annual Estimate;37069
County;Franklin;2013-07-01;61632;Annual Estimate;37069
County;Franklin;2024-07-01;80536;Annual Estimate;37069
County;Gaston;1985-07-01;171734;Annual Estimate;37071
County;Gaston;2002-07-01;190768;Annual Estimate;37071
County;Gaston;2003-07-01;190052;Annual Estimate;37071
County;Gaston;2012-07-01;209000;Annual Estimate;37071
County;Gates;1981-07-01;8837;Annual Estimate;37073
County;Gates;1989-07-01;9325;Annual Estimate;37073
County;Gates;1990-04-01;9305;Estimates Base;37073
County;Gates;2002-07-01;10730;Annual Estimate;37073
County;Gates;2010-04-01;12185;Estimates Base;37073
County;Gates;2020-04-01;10476;Estimates Base;37073
County;Graham;1997-07-01;7765;Annual Estimate;37075
County;Graham;2003-07-01;8152;Annual Estimate;37075
County;Graham;2007-07-01;8541;Annual Estimate;37075
County;Graham;2010-07-01;8846;Annual Estimate;37075
County;Graham;2015-07-01;8355;Annual Estimate;37075
County;Graham;2019-07-01;8043;Annual Estimate;37075
County;Granville;1970-04-01;32762;Estimates Base;37077
County;Granville;2002-07-01;51960;Annual Estimate;37077
County;Granville;2004-07-01;53599;Annual Estimate;37077
County;Granville;2007-07-01;57573;Annual Estimate;37077
County;Granville;2020-07-01;59996;Annual Estimate;37077
County;Granville;2024-07-01;60817;Annual Estimate;37077
County;Greene;1987-07-01;15679;Annual Estimate;37079
County;Greene;2000-04-01;18957;Estimates Base;37079
County;Greene;2012-07-01;21106;Annual Estimate;37079
County;Greene;2020-07-01;20358;Annual Estimate;37079
County;Guilford;2019-07-01;538536;Annual Estimate;37081
County;Halifax;1984-07-01;55134;Annual Estimate;37083
County;Halifax;1990-04-01;55516;Estimates Base;37083
County;Halifax;1991-07-01;56346;Annual Estimate;37083
County;Halifax;2005-07-01;55718;Annual Estimate;37083
County;Halifax;2008-07-01;55116;Annual Estimate;37083
County;Harnett;1982-07-01;61172;Annual Estimate;37085
County;Harnett;1986-07-01;64526;Annual Estimate;37085
County;Harnett;1989-07-01;67591;Annual Estimate;37085
County;Harnett;2009-07-01;112003;Annual Estimate;37085
County;Harnett;2016-07-01;127836;Annual Estimate;37085
County;Haywood;1975-07-01;44500;Annual Estimate;37087
County;Haywood;1984-07-01;47135;Annual Estimate;37087
County;Haywood;1989-07-01;47115;Annual Estimate;37087
County;Haywood;1999-07-01;53749;Annual Estimate;37087
County;Haywood;2009-07-01;58680;Annual Estimate;37087
County;Haywood;2014-07-01;59291;Annual Estimate;37087
County;Haywood;2021-07-01;62803;Annual Estimate;37087
County;Henderson;1987-07-01;66425;Annual Estimate;37089
County;Henderson;1994-07-01;77891;Annual Estimate;37089
County;Henderson;2022-07-01;119276;Annual Estimate;37089
County;Hertford;1985-07-01;23362;Annual Estimate;37091
County;Hertford;1986-07-01;23373;Annual Estimate;37091
County;Hertford;2000-07-01;22591;Annual Estimate;37091
County;Hertford;2006-07-01;23881;Annual Estimate;37091
County;Hertford;2020-04-01;21553;Estimates Base;37091
County;Hoke;2006-07-01;41635;Annual Estimate;37093
County;Hoke;2008-07-01;44588;Annual Estimate;37093
County;Hoke;2016-07-01;50853;Annual Estimate;37093
County;Hyde;1975-07-01;5700;Annual Estimate;37095
County;Hyde;1987-07-01;5626;Annual Estimate;37095
County;Hyde;1990-04-01;5411;Estimates Base;37095
County;Hyde;2017-07-01;5001;Annual Estimate;37095
County;Iredell;1981-07-01;83803;Annual Estimate;37097
County;Iredell;1983-07-01;84780;Annual Estimate;37097
County;Iredell;1994-07-01;102017;Annual Estimate;37097
County;Iredell;2009-07-01;157427;Annual Estimate;37097
County;Iredell;2012-07-01;163428;Annual Estimate;37097
County;Iredell;2018-07-01;181042;Annual Estimate;37097
County;Jackson;1984-07-01;26741;Annual Estimate;37099
County;Jackson;1988-07-01;26607;Annual Estimate;37099
County;Jackson;1990-04-01;26835;Estimates Base;37099
County;Jackson;2023-07-01;44131;Annual Estimate;37099
County;Johnston;1982-07-01;72052;Annual Estimate;37101
County;Johnston;1985-07-01;75862;Annual Estimate;37101
County;Johnston;1987-07-01;77916;Annual Estimate;37101
County;Johnston;1995-07-01;98259;Annual Estimate;37101
County;Johnston;2000-07-01;123265;Annual Estimate;37101
County;Johnston;2012-07-01;175091;Annual Estimate;37101
County;Johnston;2014-07-01;181544;Annual Estimate;37101
County;Johnston;2022-07-01;231562;Annual Estimate;37101
County;Jones;1982-07-01;9711;Annual Estimate;37103
County;Jones;2002-07-01;10127;Annual Estimate;37103
County;Jones;2006-07-01;10126;Annual Estimate;37103
County;Jones;2007-07-01;10154;Annual Estimate;37103
