Area Type;Area;Year;value;Estimate;﻿FIPS
County;Craven;1989-07-01;81097;Annual Estimate;37049
County;Craven;1991-07-01;83446;Annual Estimate;37049
County;Craven;1992-07-01;84526;Annual Estimate;37049
County;Craven;1994-07-01;85275;Annual Estimate;37049
County;Craven;2001-07-01;93185;Annual Estimate;37049
County;Craven;2002-07-01;93067;Annual Estimate;37049
County;Craven;2010-04-01;103498;Estimates Base;37049
County;Craven;2020-04-01;100731;Estimates Base;37049
County;Cumberland;1987-07-01;265443;Annual Estimate;37051
County;Cumberland;1997-07-01;303184;Annual Estimate;37051
County;Cumberland;1998-07-01;301665;Annual Estimate;37051
County;Cumberland;2005-07-01;302576;Annual Estimate;37051
County;Cumberland;2010-04-01;319455;Estimates Base;37051
County;Cumberland;2016-07-01;331026;Annual Estimate;37051
County;Cumberland;2017-07-01;329639;Annual Estimate;37051
County;Cumberland;2023-07-01;342460;Annual Estimate;37051
County;Currituck;1983-07-01;12298;Annual Estimate;37053
County;Currituck;1986-07-01;12921;Annual Estimate;37053
County;Currituck;1993-07-01;14994;Annual Estimate;37053
County;Currituck;2009-07-01;23515;Annual Estimate;37053
County;Currituck;2021-07-01;29344;Annual Estimate;37053
County;Dare;1985-07-01;17021;Annual Estimate;37055
County;Dare;2004-07-01;33974;Annual Estimate;37055
County;Davidson;1970-04-01;95627;Estimates Base;37057
County;Davidson;1980-04-01;113162;Estimates Base;37057
County;Davie;1975-07-01;21800;Annual Estimate;37059
County;Davie;1980-04-01;24599;Estimates Base;37059
County;Davie;1982-07-01;25320;Annual Estimate;37059
County;Davie;2000-04-01;34841;Estimates Base;37059
County;Davie;2003-07-01;36774;Annual Estimate;37059
County;Davie;2006-07-01;39099;Annual Estimate;37059
County;Davie;2008-07-01;40274;Annual Estimate;37059
County;Davie;2010-04-01;41218;Estimates Base;37059
County;Davie;2014-07-01;41012;Annual Estimate;37059
County;Davie;2023-07-01;43940;Annual Estimate;37059
County;Duplin;1975-07-01;40100;Annual Estimate;37061
County;Duplin;1987-07-01;40232;Annual Estimate;37061
County;Duplin;1997-07-01;46972;Annual Estimate;37061
County;Duplin;2000-04-01;49054;Estimates Base;37061
County;Duplin;2000-07-01;49255;Annual Estimate;37061
County;Duplin;2003-07-01;51819;Annual Estimate;37061
County;Duplin;2004-07-01;52838;Annual Estimate;37061
County;Duplin;2019-07-01;49505;Annual Estimate;37061
County;Duplin;2021-07-01;47951;Annual Estimate;37061
County;Durham;1982-07-01;156277;Annual Estimate;37063
County;Durham;1988-07-01;175167;Annual Estimate;37063
County;Durham;2001-07-01;229249;Annual Estimate;37063
County;Durham;2003-07-01;235006;Annual Estimate;37063
County;Durham;2005-07-01;240821;Annual Estimate;37063
County;Durham;2021-07-01;329594;Annual Estimate;37063
County;Edgecombe;2007-07-01;55211;Annual Estimate;37065
County;Edgecombe;2019-07-01;49247;Annual Estimate;37065
County;Edgecombe;2022-07-01;48835;Annual Estimate;37065
County;Forsyth;1983-07-01;251207;Annual Estimate;37067
County;Forsyth;1985-07-01;256980;Annual Estimate;37067
County;Forsyth;1987-07-01;262076;Annual Estimate;37067
County;Forsyth;1988-07-01;263630;Annual Estimate;37067
County;Forsyth;1995-07-01;286095;Annual Estimate;37067
County;Forsyth;1998-07-01;300317;Annual Estimate;37067
County;Forsyth;2000-07-01;307008;Annual Estimate;37067
County;Forsyth;2003-07-01;316323;Annual Estimate;37067
County;Forsyth;2015-07-01;366725;Annual Estimate;37067
County;Franklin;1982-07-01;30762;Annual Estimate;37069
County;Franklin;1983-07-01;31209;Annual Estimate;37069
County;Franklin;1999-07-01;46457;Annual Estimate;37069
County;Franklin;2010-04-01;60564;Estimates Base;37069
County;Franklin;2020-07-01;68780;Annual Estimate;37069
County;Gaston;1994-07-01;180885;Annual Estimate;37071
County;Gaston;1995-07-01;182183;Annual Estimate;37071
County;Gaston;2000-04-01;190445;Estimates Base;37071
County;Gaston;2018-07-01;223748;Annual Estimate;37071
County;Gaston;2023-07-01;240601;Annual Estimate;37071
County;Gates;2018-07-01;10905;Annual Estimate;37073
County;Gates;2019-07-01;10686;Annual Estimate;37073
County;Gates;2021-07-01;10270;Annual Estimate;37073
County;Graham;1982-07-01;7187;Annual Estimate;37075
County;Graham;1989-07-01;7257;Annual Estimate;37075
County;Graham;1991-07-01;7359;Annual Estimate;37075
County;Graham;1993-07-01;7428;Annual Estimate;37075
County;Granville;1997-07-01;43524;Annual Estimate;37077
County;Granville;2008-07-01;58511;Annual Estimate;37077
County;Granville;2009-07-01;59529;Annual Estimate;37077
County;Granville;2018-07-01;60476;Annual Estimate;37077
County;Granville;2022-07-01;60050;Annual Estimate;37077
County;Greene;1980-04-01;16117;Estimates Base;37079
County;Greene;1988-07-01;15495;Annual Estimate;37079
County;Greene;1992-07-01;15953;Annual Estimate;37079
County;Greene;2005-07-01;19903;Annual Estimate;37079
County;Greene;2007-07-01;20809;Annual Estimate;37079
County;Greene;2013-07-01;20763;Annual Estimate;37079
County;Guilford;1984-07-01;327174;Annual Estimate;37081
County;Guilford;1985-07-01;329572;Annual Estimate;37081
County;Guilford;1987-07-01;336847;Annual Estimate;37081
County;Guilford;1990-04-01;347431;Estimates Base;37081
County;Guilford;1993-07-01;367763;Annual Estimate;37081
County;Guilford;2010-04-01;488455;Estimates Base;37081
County;Guilford;2012-07-01;501968;Annual Estimate;37081
County;Guilford;2020-04-01;541242;Estimates Base;37081
County;Guilford;2022-07-01;547700;Annual Estimate;37081
County;Halifax;1975-07-01;55100;Annual Estimate;37083
County;Halifax;1980-04-01;55076;Estimates Base;37083
County;Halifax;1985-07-01;55095;Annual Estimate;37083
County;Halifax;2000-07-01;57305;Annual Estimate;37083
County;Halifax;2013-07-01;52702;Annual Estimate;37083
County;Harnett;1987-07-01;65752;Annual Estimate;37085
County;Harnett;1998-07-01;87743;Annual Estimate;37085
County;Harnett;1999-07-01;90097;Annual Estimate;37085
County;Harnett;2004-07-01;98304;Annual Estimate;37085
County;Harnett;2013-07-01;122651;Annual Estimate;37085
County;Haywood;1983-07-01;46655;Annual Estimate;37087
County;Haywood;1992-07-01;48640;Annual Estimate;37087
County;Haywood;1994-07-01;49776;Annual Estimate;37087
County;Haywood;2001-07-01;54763;Annual Estimate;37087
County;Haywood;2008-07-01;57976;Annual Estimate;37087
County;Henderson;1981-07-01;60205;Annual Estimate;37089
County;Henderson;1996-07-01;81361;Annual Estimate;37089
County;Henderson;2017-07-01;114035;Annual Estimate;37089
County;Henderson;2019-07-01;115539;Annual Estimate;37089
County;Henderson;2021-07-01;117709;Annual Estimate;37089
County;Hertford;1982-07-01;23259;Annual Estimate;37091
County;Hertford;1988-07-01;22795;Annual Estimate;37091
County;Hertford;1991-07-01;22575;Annual Estimate;37091
County;Hertford;1997-07-01;22908;Annual Estimate;37091
County;Hertford;2004-07-01;23704;Annual Estimate;37091
County;Hertford;2007-07-01;23968;Annual Estimate;37091
County;Hertford;2009-07-01;24630;Annual Estimate;37091
County;Hertford;2019-07-01;22045;Annual Estimate;37091
County;Hoke;1984-07-01;21444;Annual Estimate;37093
County;Hoke;1998-07-01;31748;Annual Estimate;37093
County;Hoke;2020-04-01;52082;Estimates Base;37093
County;Hyde;1970-04-01;5571;Estimates Base;37095
County;Hyde;1983-07-01;5864;Annual Estimate;37095
County;Hyde;2000-04-01;5817;Estimates Base;37095
County;Hyde;2002-07-01;5929;Annual Estimate;37095
County;Hyde;2004-07-01;5784;Annual Estimate;37095
County;Hyde;2011-07-01;5734;Annual Estimate;37095
County;Hyde;2020-04-01;4589;Estimates Base;37095
County;Hyde;2021-07-01;4554;Annual Estimate;37095
County;Hyde;2022-07-01;4576;Annual Estimate;37095
County;Iredell;1982-07-01;84474;Annual Estimate;37097
County;Iredell;1984-07-01;86305;Annual Estimate;37097
County;Iredell;1992-07-01;97790;Annual Estimate;37097
County;Iredell;1996-07-01;107768;Annual Estimate;37097
County;Iredell;1999-07-01;120270;Annual Estimate;37097
County;Iredell;2002-07-01;130463;Annual Estimate;37097
County;Iredell;2010-07-01;159854;Annual Estimate;37097
County;Iredell;2019-07-01;183851;Annual Estimate;37097
County;Iredell;2020-07-01;187979;Annual Estimate;37097
County;Iredell;2023-07-01;201427;Annual Estimate;37097
County;Jackson;1975-07-01;24300;Annual Estimate;37099
County;Jackson;1986-07-01;26275;Annual Estimate;37099
County;Jackson;1993-07-01;28615;Annual Estimate;37099
County;Jackson;2004-07-01;36381;Annual Estimate;37099
County;Jackson;2013-07-01;40598;Annual Estimate;37099
County;Johnston;1970-04-01;61737;Estimates Base;37101
County;Johnston;1993-07-01;90289;Annual Estimate;37101
County;Johnston;2000-04-01;121998;Estimates Base;37101
County;Johnston;2016-07-01;191674;Annual Estimate;37101
County;Jones;1980-04-01;9705;Estimates Base;37103
County;Jones;1983-07-01;9759;Annual Estimate;37103
County;Jones;1987-07-01;9321;Annual Estimate;37103
County;Jones;2000-04-01;10311;Estimates Base;37103
County;Jones;2004-07-01;10035;Annual Estimate;37103
County;Jones;2010-04-01;10163;Estimates Base;37103
County;Jones;2015-07-01;9795;Annual Estimate;37103
County;Jones;2019-07-01;9311;Annual Estimate;37103
County;Jones;2021-07-01;9027;Annual Estimate;37103
County;Jones;2023-07-01;9304;Annual Estimate;37103
County;Lee;1970-04-01;30467;Estimates Base;37105
County;Lee;1986-07-01;40126;Annual Estimate;37105
County;Lee;1990-04-01;41370;Estimates Base;37105
County;Lee;1992-07-01;42923;Annual Estimate;37105
County;Lee;1995-07-01;45826;Annual Estimate;37105
County;Lee;2017-07-01;60716;Annual Estimate;37105
County;Lee;2019-07-01;62488;Annual Estimate;37105
County;Lee;2024-07-01;68635;Annual Estimate;37105
County;Lenoir;1982-07-01;59415;Annual Estimate;37107
County;Lenoir;1985-07-01;58849;Annual Estimate;37107
County;Lenoir;2005-07-01;59227;Annual Estimate;37107
County;Lenoir;2009-07-01;59431;Annual Estimate;37107
County;Lenoir;2011-07-01;59356;Annual Estimate;37107
County;Lenoir;2013-07-01;58217;Annual Estimate;37107
County;Lenoir;2018-07-01;55256;Annual Estimate;37107
County;Lincoln;1975-07-01;37900;Annual Estimate;37109
County;Lincoln;2009-07-01;77097;Annual Estimate;37109
County;McDowell;1982-07-01;35831;Annual Estimate;37111
County;McDowell;1993-07-01;36754;Annual Estimate;37111
County;McDowell;2000-07-01;42254;Annual Estimate;37111
County;McDowell;2009-07-01;44856;Annual Estimate;37111
County;McDowell;2012-07-01;44869;Annual Estimate;37111
County;McDowell;2021-07-01;43723;Annual Estimate;37111
County;Macon;1975-07-01;18100;Annual Estimate;37113
County;Macon;1981-07-01;21113;Annual Estimate;37113
County;Macon;1987-07-01;22722;Annual Estimate;37113
County;Macon;1996-07-01;27585;Annual Estimate;37113
County;Macon;1998-07-01;28907;Annual Estimate;37113
County;Macon;2017-07-01;35727;Annual Estimate;37113
County;Macon;2019-07-01;36766;Annual Estimate;37113
County;Macon;2022-07-01;37432;Annual Estimate;37113
County;Madison;1983-07-01;16810;Annual Estimate;37115
County;Madison;2000-07-01;19658;Annual Estimate;37115
County;Madison;2005-07-01;19996;Annual Estimate;37115
County;Madison;2017-07-01;21321;Annual Estimate;37115
County;Madison;2019-07-01;21187;Annual Estimate;37115
County;Martin;1980-04-01;25948;Estimates Base;37117
County;Martin;1994-07-01;25970;Annual Estimate;37117
County;Martin;2001-07-01;25326;Annual Estimate;37117
County;Martin;2002-07-01;25137;Annual Estimate;37117
County;Martin;2006-07-01;24644;Annual Estimate;37117
County;Martin;2010-07-01;24482;Annual Estimate;37117
County;Martin;2012-07-01;23727;Annual Estimate;37117
County;Martin;2016-07-01;23021;Annual Estimate;37117
County;Martin;2020-07-01;21886;Annual Estimate;37117
County;Martin;2021-07-01;21445;Annual Estimate;37117
County;Mecklenburg;1983-07-01;428162;Annual Estimate;37119
County;Mecklenburg;1990-04-01;511211;Estimates Base;37119
County;Mecklenburg;1992-07-01;542414;Annual Estimate;37119
County;Mecklenburg;1993-07-01;558083;Annual Estimate;37119
County;Mecklenburg;1996-07-01;615392;Annual Estimate;37119
County;Mecklenburg;2003-07-01;754436;Annual Estimate;37119
County;Mecklenburg;2023-07-01;1176793;Annual Estimate;37119
County;Mitchell;1983-07-01;14187;Annual Estimate;37121
County;Mitchell;2000-07-01;15678;Annual Estimate;37121
County;Mitchell;2004-07-01;15815;Annual Estimate;37121
County;Mitchell;2020-04-01;14896;Estimates Base;37121
County;Mitchell;2020-07-01;14831;Annual Estimate;37121
County;Mitchell;2022-07-01;14675;Annual Estimate;37121
County;Montgomery;1970-04-01;19267;Estimates Base;37123
County;Montgomery;1975-07-01;20600;Annual Estimate;37123
County;Montgomery;1983-07-01;22865;Annual Estimate;37123
County;Montgomery;1987-07-01;23334;Annual Estimate;37123
County;Montgomery;1993-07-01;24038;Annual Estimate;37123
County;Montgomery;1996-07-01;25268;Annual Estimate;37123
County;Montgomery;1997-07-01;25558;Annual Estimate;37123
County;Montgomery;2008-07-01;27715;Annual Estimate;37123
County;Moore;1981-07-01;50899;Annual Estimate;37125
County;Moore;1989-07-01;58208;Annual Estimate;37125
County;Moore;1992-07-01;61893;Annual Estimate;37125
County;Moore;2000-04-01;74772;Estimates Base;37125
County;Moore;2002-07-01;77187;Annual Estimate;37125
County;Moore;2012-07-01;89941;Annual Estimate;37125
County;Moore;2022-07-01;106203;Annual Estimate;37125
County;Nash;1990-04-01;76677;Estimates Base;37127
County;Nash;1991-07-01;77995;Annual Estimate;37127
County;Nash;1996-07-01;84412;Annual Estimate;37127
County;Nash;1997-07-01;85304;Annual Estimate;37127
County;Nash;1999-07-01;86838;Annual Estimate;37127
County;Nash;2015-07-01;93505;Annual Estimate;37127
County;Nash;2020-07-01;95419;Annual Estimate;37127
County;New Hanover;1981-07-01;105338;Annual Estimate;37129
County;New Hanover;2000-04-01;160315;Estimates Base;37129
County;New Hanover;2008-07-01;197445;Annual Estimate;37129
County;Northampton;1996-07-01;21671;Annual Estimate;37131
County;Northampton;1997-07-01;21835;Annual Estimate;37131
County;Northampton;1998-07-01;21818;Annual Estimate;37131
County;Northampton;2000-04-01;22051;Estimates Base;37131
County;Northampton;2000-07-01;22020;Annual Estimate;37131
County;Onslow;1975-07-01;112700;Annual Estimate;37133
County;Onslow;1980-04-01;112784;Estimates Base;37133
County;Onslow;1984-07-01;128217;Annual Estimate;37133
County;Onslow;1986-07-01;138050;Annual Estimate;37133
County;Onslow;1991-07-01;151872;Annual Estimate;37133
County;Onslow;1993-07-01;149366;Annual Estimate;37133
County;Onslow;1996-07-01;150151;Annual Estimate;37133
County;Onslow;2000-04-01;150418;Estimates Base;37133
County;Onslow;2009-07-01;182546;Annual Estimate;37133
County;Onslow;2010-04-01;177801;Estimates Base;37133
County;Onslow;2023-07-01;212173;Annual Estimate;37133
County;Orange;1983-07-01;80051;Annual Estimate;37135
County;Orange;1986-07-01;86132;Annual Estimate;37135
County;Orange;1987-07-01;87993;Annual Estimate;37135
County;Orange;2003-07-01;120368;Annual Estimate;37135
County;Orange;2008-07-01;129584;Annual Estimate;37135
County;Pamlico;1985-07-01;11040;Annual Estimate;37137
County;Pamlico;2010-07-01;13082;Annual Estimate;37137
County;Pasquotank;1988-07-01;30649;Annual Estimate;37139
County;Pasquotank;1994-07-01;33494;Annual Estimate;37139
County;Pasquotank;1995-07-01;33505;Annual Estimate;37139
County;Pasquotank;1996-07-01;34137;Annual Estimate;37139
County;Pasquotank;2000-04-01;34890;Estimates Base;37139
County;Pasquotank;2002-07-01;35591;Annual Estimate;37139
County;Pasquotank;2008-07-01;40504;Annual Estimate;37139
County;Pasquotank;2010-07-01;40635;Annual Estimate;37139
County;Pender;1986-07-01;25201;Annual Estimate;37141
County;Pender;1990-04-01;28855;Estimates Base;37141
County;Pender;1991-07-01;30250;Annual Estimate;37141
County;Pender;1994-07-01;34161;Annual Estimate;37141
County;Pender;2000-04-01;41071;Estimates Base;37141
County;Pender;2010-07-01;52333;Annual Estimate;37141
County;Perquimans;1980-04-01;9486;Estimates Base;37143
County;Perquimans;1982-07-01;9420;Annual Estimate;37143
County;Perquimans;1986-07-01;10041;Annual Estimate;37143
County;Perquimans;1987-07-01;10177;Annual Estimate;37143
County;Perquimans;1994-07-01;10726;Annual Estimate;37143
County;Perquimans;2005-07-01;12190;Annual Estimate;37143
County;Perquimans;2006-07-01;12545;Annual Estimate;37143
County;Perquimans;2020-04-01;13010;Estimates Base;37143
County;Perquimans;2020-07-01;12991;Annual Estimate;37143
County;Perquimans;2023-07-01;13291;Annual Estimate;37143
County;Person;1970-04-01;25914;Estimates Base;37145
County;Person;1984-07-01;29397;Annual Estimate;37145
County;Person;1987-07-01;29878;Annual Estimate;37145
County;Pitt;1985-07-01;97986;Annual Estimate;37147
County;Pitt;1990-04-01;108480;Estimates Base;37147
County;Pitt;2000-07-01;134321;Annual Estimate;37147
County;Pitt;2004-07-01;144223;Annual Estimate;37147
County;Pitt;2007-07-01;156049;Annual Estimate;37147
County;Pitt;2022-07-01;178434;Annual Estimate;37147
County;Polk;1982-07-01;13794;Annual Estimate;37149
County;Polk;1983-07-01;13728;Annual Estimate;37149
County;Polk;1994-07-01;15947;Annual Estimate;37149
County;Polk;2007-07-01;19846;Annual Estimate;37149
County;Polk;2012-07-01;19829;Annual Estimate;37149
County;Polk;2020-04-01;19324;Estimates Base;37149
County;Polk;2024-07-01;19847;Annual Estimate;37149
County;Randolph;1987-07-01;100981;Annual Estimate;37151
County;Randolph;1995-07-01;117038;Annual Estimate;37151
County;Randolph;2000-07-01;131004;Annual Estimate;37151
County;Randolph;2001-07-01;132189;Annual Estimate;37151
County;Randolph;2009-07-01;140633;Annual Estimate;37151
County;Randolph;2019-07-01;143550;Annual Estimate;37151
County;Randolph;2022-07-01;143311;Annual Estimate;37151
County;Richmond;1980-04-01;45161;Estimates Base;37153
County;Richmond;1987-07-01;44544;Annual Estimate;37153
County;Richmond;1991-07-01;45013;Annual Estimate;37153
County;Richmond;1995-07-01;45833;Annual Estimate;37153
County;Richmond;2006-07-01;46177;Annual Estimate;37153
County;Robeson;1981-07-01;102380;Annual Estimate;37155
County;Robeson;1983-07-01;103609;Annual Estimate;37155
County;Robeson;1984-07-01;104097;Annual Estimate;37155
County;Robeson;1990-04-01;105170;Estimates Base;37155
County;Robeson;1993-07-01;110692;Annual Estimate;37155
County;Robeson;1995-07-01;114198;Annual Estimate;37155
County;Robeson;1999-07-01;121825;Annual Estimate;37155
County;Robeson;2007-07-01;130376;Annual Estimate;37155
County;Robeson;2010-04-01;134205;Estimates Base;37155
County;Robeson;2010-07-01;134066;Annual Estimate;37155
County;Robeson;2014-07-01;127382;Annual Estimate;37155
County;Robeson;2018-07-01;119477;Annual Estimate;37155
County;Rockingham;1970-04-01;72402;Estimates Base;37157
County;Rockingham;2006-07-01;92119;Annual Estimate;37157
County;Rockingham;2007-07-01;92374;Annual Estimate;37157
County;Rockingham;2017-07-01;90579;Annual Estimate;37157
County;Rockingham;2020-04-01;91118;Estimates Base;37157
County;Rockingham;2021-07-01;89980;Annual Estimate;37157
County;Rockingham;2024-07-01;93213;Annual Estimate;37157
County;Rowan;1975-07-01;93800;Annual Estimate;37159
County;Rowan;1997-07-01;125084;Annual Estimate;37159
County;Rowan;1999-07-01;128876;Annual Estimate;37159
County;Rowan;2009-07-01;137756;Annual Estimate;37159
County;Rowan;2024-07-01;154239;Annual Estimate;37159
County;Rutherford;1986-07-01;55847;Annual Estimate;37161
County;Rutherford;1996-07-01;60576;Annual Estimate;37161
County;Rutherford;2021-07-01;63509;Annual Estimate;37161
County;Rutherford;2022-07-01;63877;Annual Estimate;37161
County;Sampson;1984-07-01;48838;Annual Estimate;37163
County;Sampson;1990-04-01;47297;Estimates Base;37163
County;Sampson;2000-07-01;60250;Annual Estimate;37163
County;Sampson;2020-04-01;59037;Estimates Base;37163
County;Sampson;2020-07-01;58793;Annual Estimate;37163
County;Sampson;2022-07-01;58513;Annual Estimate;37163
County;Scotland;1985-07-01;33016;Annual Estimate;37165
County;Scotland;1992-07-01;34565;Annual Estimate;37165
County;Scotland;1998-07-01;36045;Annual Estimate;37165
County;Scotland;2001-07-01;35619;Annual Estimate;37165
County;Scotland;2009-07-01;36330;Annual Estimate;37165
County;Scotland;2010-07-01;36028;Annual Estimate;37165
County;Scotland;2013-07-01;35680;Annual Estimate;37165
County;Scotland;2015-07-01;35063;Annual Estimate;37165
County;Scotland;2020-07-01;33299;Annual Estimate;37165
County;Stanly;1987-07-01;50543;Annual Estimate;37167
County;Stanly;1992-07-01;53043;Annual Estimate;37167
County;Stanly;1994-07-01;54126;Annual Estimate;37167
County;Stanly;2000-07-01;58228;Annual Estimate;37167
County;Stanly;2009-07-01;60205;Annual Estimate;37167
County;Stanly;2017-07-01;61456;Annual Estimate;37167
County;Stokes;1980-04-01;33086;Estimates Base;37169
County;Stokes;1982-07-01;34256;Annual Estimate;37169
County;Stokes;1999-07-01;44543;Annual Estimate;37169
County;Stokes;2001-07-01;45110;Annual Estimate;37169
County;Stokes;2015-07-01;45341;Annual Estimate;37169
County;Stokes;2016-07-01;45128;Annual Estimate;37169
County;Stokes;2020-04-01;44528;Estimates Base;37169
County;Stokes;2021-07-01;44143;Annual Estimate;37169
County;Surry;1982-07-01;59884;Annual Estimate;37171
County;Surry;1997-07-01;68376;Annual Estimate;37171
County;Surry;2005-07-01;72217;Annual Estimate;37171
County;Surry;2010-07-01;73716;Annual Estimate;37171
County;Surry;2020-04-01;71364;Estimates Base;37171
County;Swain;1982-07-01;10630;Annual Estimate;37173
County;Swain;1991-07-01;11385;Annual Estimate;37173
County;Swain;1995-07-01;11784;Annual Estimate;37173
County;Swain;1996-07-01;12079;Annual Estimate;37173
County;Swain;1999-07-01;12775;Annual Estimate;37173
County;Swain;2021-07-01;13982;Annual Estimate;37173
County;Transylvania;1986-07-01;25404;Annual Estimate;37175
County;Transylvania;1989-07-01;25605;Annual Estimate;37175
County;Transylvania;1996-07-01;28069;Annual Estimate;37175
County;Transylvania;1997-07-01;28399;Annual Estimate;37175
County;Transylvania;2012-07-01;32604;Annual Estimate;37175
County;Transylvania;2013-07-01;32522;Annual Estimate;37175
County;Tyrrell;2010-07-01;4404;Annual Estimate;37177
County;Tyrrell;2020-07-01;3224;Annual Estimate;37177
County;Tyrrell;2022-07-01;3441;Annual Estimate;37177
County;Tyrrell;2024-07-01;3477;Annual Estimate;37177
County;Union;1995-07-01;100437;Annual Estimate;37179
County;Union;2004-07-01;151102;Annual Estimate;37179
County;Union;2010-04-01;201328;Estimates Base;37179
County;Vance;1998-07-01;41876;Annual Estimate;37181
County;Vance;2000-04-01;42946;Estimates Base;37181
County;Vance;2015-07-01;43428;Annual Estimate;37181
County;Vance;2023-07-01;41340;Annual Estimate;37181
County;Vance;2024-07-01;41540;Annual Estimate;37181
County;Wake;1970-04-01;229006;Estimates Base;37183
County;Wake;1983-07-01;328296;Annual Estimate;37183
County;Wake;1992-07-01;462732;Annual Estimate;37183
County;Wake;1994-07-01;505462;Annual Estimate;37183
County;Wake;2004-07-01;721246;Annual Estimate;37183
County;Wake;2018-07-01;1093558;Annual Estimate;37183
County;Wake;2020-07-01;1132064;Annual Estimate;37183
County;Warren;1992-07-01;17684;Annual Estimate;37185
County;Warren;1999-07-01;19960;Annual Estimate;37185
County;Warren;2006-07-01;20445;Annual Estimate;37185
County;Warren;2010-04-01;21016;Estimates Base;37185
County;Warren;2014-07-01;20096;Annual Estimate;37185
County;Washington;1975-07-01;15100;Annual Estimate;37187
County;Washington;1980-04-01;14801;Estimates Base;37187
County;Washington;1981-07-01;14605;Annual Estimate;37187
County;Washington;2005-07-01;13468;Annual Estimate;37187
County;Washington;2016-07-01;11661;Annual Estimate;37187
County;Watauga;1981-07-01;32870;Annual Estimate;37189
County;Watauga;1987-07-01;35778;Annual Estimate;37189
County;Watauga;1993-07-01;38882;Annual Estimate;37189
County;Watauga;1994-07-01;39962;Annual Estimate;37189
County;Watauga;1997-07-01;41927;Annual Estimate;37189
County;Watauga;2000-07-01;42886;Annual Estimate;37189
County;Watauga;2018-07-01;54768;Annual Estimate;37189
County;Wayne;1985-07-01;101139;Annual Estimate;37191
County;Wayne;1988-07-01;102246;Annual Estimate;37191
County;Wayne;1992-07-01;107128;Annual Estimate;37191
County;Wayne;1994-07-01;109009;Annual Estimate;37191
County;Wayne;1998-07-01;113456;Annual Estimate;37191
County;Wayne;2011-07-01;123190;Annual Estimate;37191
County;Wayne;2014-07-01;122108;Annual Estimate;37191
County;Wayne;2019-07-01;117947;Annual Estimate;37191
County;Wayne;2020-07-01;117393;Annual Estimate;37191
County;Wilkes;1986-07-01;59571;Annual Estimate;37193
County;Wilkes;1993-07-01;61149;Annual Estimate;37193
County;Wilkes;1995-07-01;62491;Annual Estimate;37193
County;Wilkes;1999-07-01;64805;Annual Estimate;37193
County;Wilkes;2004-07-01;67235;Annual Estimate;37193
County;Wilkes;2006-07-01;67489;Annual Estimate;37193
County;Wilkes;2009-07-01;69107;Annual Estimate;37193
County;Wilkes;2014-07-01;67712;Annual Estimate;37193
County;Wilkes;2019-07-01;66189;Annual Estimate;37193
County;Wilson;1996-07-01;70631;Annual Estimate;37195
County;Wilson;1998-07-01;72496;Annual Estimate;37195
County;Wilson;2000-07-01;73947;Annual Estimate;37195
County;Wilson;2007-07-01;78325;Annual Estimate;37195
County;Wilson;2019-07-01;78991;Annual Estimate;37195
County;Yadkin;1984-07-01;29316;Annual Estimate;37197
County;Yadkin;1987-07-01;29951;Annual Estimate;37197
County;Yadkin;1988-07-01;30289;Annual Estimate;37197
County;Yadkin;2011-07-01;38252;Annual Estimate;37197
County;Yadkin;2015-07-01;37259;Annual Estimate;37197
County;Yadkin;2016-07-01;37256;Annual Estimate;37197
County;Yancey;1970-04-01;12629;Estimates Base;37199
County;Yancey;1982-07-01;15112;Annual Estimate;37199
County;Yancey;1989-07-01;15499;Annual Estimate;37199
County;Yancey;1990-04-01;15419;Estimates Base;37199
County;Yancey;1992-07-01;15852;Annual Estimate;37199
County;Yancey;1994-07-01;16307;Annual Estimate;37199
County;Yancey;2020-07-01;18407;Annual Estimate;37199
County;Yancey;2024-07-01;18683;Annual Estimate;37199
State;North Carolina;1987-07-01;6405868;Annual Estimate;37000
State;North Carolina;2002-07-01;8324059;Annual Estimate;37000
State;North Carolina;2008-07-01;9278794;Annual Estimate;37000
State;North Carolina;2010-04-01;9535762;Estimates Base;37000
State;North Carolina;2012-07-01;9723576;Annual Estimate;37000
State;North Carolina;2020-07-01;10453123;Annual Estimate;37000
State;North Carolina;2021-07-01;10568152;Annual Estimate;37000
County;Alamance;1983-07-01;101541;Annual Estimate;37001
County;Alamance;1985-07-01;102512;Annual Estimate;37001
County;Alamance;1991-07-01;110285;Annual Estimate;37001
County;Alamance;1993-07-01;114013;Annual Estimate;37001
County;Alamance;1994-07-01;115897;Annual Estimate;37001
County;Alamance;2003-07-01;136245;Annual Estimate;37001
County;Alamance;2008-07-01;146831;Annual Estimate;37001
County;Alamance;2017-07-01;163765;Annual Estimate;37001
County;Alamance;2024-07-01;185080;Annual Estimate;37001
County;Alexander;1975-07-01;22900;Annual Estimate;37003
County;Alexander;2010-04-01;37182;Estimates Base;37003
County;Alleghany;1985-07-01;9549;Annual Estimate;37005
County;Alleghany;2010-07-01;11120;Annual Estimate;37005
County;Alleghany;2018-07-01;10924;Annual Estimate;37005
County;Alleghany;2022-07-01;11286;Annual Estimate;37005
County;Anson;2012-07-01;26003;Annual Estimate;37007
County;Anson;2013-07-01;25409;Annual Estimate;37007
County;Anson;2022-07-01;22066;Annual Estimate;37007
County;Ashe;1980-04-01;22325;Estimates Base;37009
County;Ashe;1984-07-01;22686;Annual Estimate;37009
